PropertyID,CentralAir,BsmtFullBath,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BsmtHalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Electrical,Heating,HeatingQC
525,Y,0,1266,0,0,1266,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
526,Y,0,928,0,0,928,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
527,Y,1,1476,1237,0,2713,2,1,0,1,Ex,11,Typ,1,Gd,SBrkr,GasA,Ex
528,Y,1,605,0,0,605,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
529,Y,1,2515,0,0,2515,3,0,0,2,TA,9,Maj1,2,TA,SBrkr,GasA,TA
530,Y,1,1509,0,0,1509,2,0,0,1,Gd,5,Typ,1,Fa,SBrkr,GasA,Ex
531,Y,0,751,611,0,1362,2,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,Ex
532,Y,0,827,0,0,827,1,0,0,1,TA,5,Mod,1,Po,SBrkr,GasA,Ex
533,N,0,334,0,0,334,1,0,0,1,Fa,2,Typ,0,No,FuseF,GasA,Fa
534,Y,0,707,707,0,1414,2,1,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
535,Y,1,820,527,0,1347,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
536,Y,0,880,844,0,1724,2,1,0,1,Gd,8,Typ,0,No,SBrkr,GasA,Ex
537,Y,0,864,0,0,864,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
538,Y,0,1159,0,0,1159,1,1,0,1,TA,7,Typ,1,Fa,SBrkr,GasA,TA
539,Y,1,1601,0,0,1601,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
540,Y,1,1838,0,0,1838,2,0,0,1,Ex,8,Typ,1,Gd,SBrkr,GasA,Ex
541,Y,0,997,1288,0,2285,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
542,Y,1,1680,0,0,1680,2,0,0,1,Gd,7,Maj1,1,TA,SBrkr,GasA,Ex
543,Y,1,767,0,0,767,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
544,Y,1,664,832,0,1496,2,1,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
545,Y,0,1377,806,0,2183,2,1,0,1,Gd,9,Typ,0,No,SBrkr,GasA,Gd
546,Y,0,915,720,0,1635,1,1,0,1,TA,6,Typ,1,Gd,FuseA,GasA,Ex
547,Y,1,768,0,0,768,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
548,Y,1,825,0,0,825,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
549,Y,0,912,1182,0,2094,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
550,Y,0,1069,0,0,1069,2,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
551,Y,0,928,0,0,928,1,0,0,1,TA,5,Typ,0,No,FuseA,GasA,Gd
552,Y,0,1717,0,0,1717,2,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
553,Y,0,1126,0,0,1126,2,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Ex
554,Y,1,1006,1040,0,2046,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
555,Y,0,1048,0,0,1048,1,0,0,1,TA,5,Typ,1,Gd,FuseA,GasA,TA
556,Y,1,1092,0,0,1092,1,0,0,1,TA,6,Typ,1,TA,FuseA,GasA,TA
557,Y,0,897,439,0,1336,1,1,0,1,TA,7,Typ,0,No,SBrkr,GasA,Gd
558,Y,0,729,717,0,1446,2,1,1,1,TA,6,Typ,1,TA,SBrkr,GasA,Ex
559,Y,0,1557,0,0,1557,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
560,Y,1,1392,0,0,1392,1,1,0,1,TA,5,Mod,1,Gd,SBrkr,GasA,TA
561,Y,1,1389,0,0,1389,1,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,Gd
562,Y,1,996,0,0,996,1,0,0,1,TA,6,Typ,1,Gd,SBrkr,GasA,Ex
563,Y,0,1163,511,0,1674,2,0,0,1,TA,8,Typ,1,Gd,SBrkr,GasA,Ex
564,Y,1,1166,1129,0,2295,2,1,0,1,Gd,9,Typ,1,TA,SBrkr,GasA,Ex
565,N,1,841,806,0,1647,1,1,0,1,Fa,6,Typ,0,No,FuseF,GasA,TA
566,Y,0,1134,1370,0,2504,2,1,0,1,Ex,11,Typ,1,Gd,SBrkr,GasA,Ex
567,Y,0,1535,0,0,1535,2,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
568,Y,1,1496,636,0,2132,1,1,0,1,Gd,5,Min2,1,Gd,SBrkr,GasA,Ex
569,Y,1,943,0,0,943,1,0,0,1,TA,4,Typ,2,TA,SBrkr,GasA,TA
570,Y,0,1728,0,0,1728,2,0,0,2,TA,10,Typ,0,No,SBrkr,GasA,TA
571,Y,1,864,0,0,864,1,0,0,1,Gd,4,Typ,0,No,SBrkr,GasA,Ex
572,Y,0,846,846,0,1692,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Gd
573,Y,0,774,656,0,1430,2,1,0,1,TA,8,Typ,1,TA,SBrkr,GasA,Ex
574,Y,0,576,533,0,1109,1,0,1,1,TA,5,Typ,0,No,SBrkr,GasA,TA
575,Y,0,832,384,0,1216,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
576,Y,0,877,600,0,1477,2,0,1,1,TA,6,Typ,1,Gd,SBrkr,GasA,Gd
577,Y,1,1320,0,0,1320,1,0,0,1,TA,6,Typ,2,Fa,SBrkr,GasA,Ex
578,Y,0,703,689,0,1392,2,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Ex
579,N,0,1050,745,0,1795,2,0,0,1,TA,7,Typ,0,No,FuseF,GasA,Ex
580,Y,0,1429,0,0,1429,1,0,1,1,Gd,7,Typ,2,Gd,SBrkr,GasA,Ex
581,Y,0,2042,0,0,2042,2,1,0,1,Ex,8,Typ,1,Gd,SBrkr,GasA,Ex
582,Y,1,816,0,0,816,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
583,Y,0,1521,1254,0,2775,3,1,0,1,Gd,9,Typ,1,Gd,SBrkr,GasA,Gd
584,Y,0,989,584,0,1573,1,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
585,Y,1,2028,0,0,2028,2,0,0,1,Gd,7,Typ,2,Gd,SBrkr,GasA,Ex
586,Y,1,838,0,0,838,1,0,0,1,Fa,5,Typ,0,No,SBrkr,GasA,Ex
587,Y,1,860,0,0,860,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
588,Y,2,1473,0,0,1473,1,0,0,1,Ex,5,Typ,2,Gd,SBrkr,GasA,Ex
589,Y,0,779,0,156,935,1,0,0,1,TA,4,Typ,0,No,FuseA,GasA,TA
590,Y,0,770,812,0,1582,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
591,Y,1,1728,568,0,2296,2,1,0,1,Ex,10,Typ,1,Gd,SBrkr,GasA,Ex
592,Y,1,816,0,0,816,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
593,Y,1,848,0,0,848,1,0,0,1,Gd,4,Typ,0,No,SBrkr,GasA,Ex
594,Y,0,924,0,0,924,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
595,Y,1,1826,0,0,1826,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
596,N,0,684,684,0,1368,1,0,0,1,TA,7,Typ,0,No,FuseA,GasA,Ex
597,Y,0,1402,0,0,1402,0,2,2,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
598,Y,1,1647,0,0,1647,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
599,Y,1,716,840,0,1556,2,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
600,Y,1,1058,846,0,1904,2,1,0,1,Ex,8,Typ,1,Gd,SBrkr,GasA,Ex
601,Y,0,780,595,0,1375,1,1,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,TA
602,Y,1,927,988,0,1915,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
603,Y,0,600,600,0,1200,2,1,0,1,Gd,4,Typ,0,No,SBrkr,GasA,Ex
604,Y,1,1494,0,0,1494,2,0,0,1,Gd,6,Typ,1,TA,SBrkr,GasA,Ex
605,Y,0,1186,800,0,1986,2,1,0,1,TA,7,Typ,3,Fa,SBrkr,GasA,TA
606,Y,1,1040,0,0,1040,1,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Gd
607,Y,1,1112,896,0,2008,3,0,0,1,Ex,8,Typ,0,No,SBrkr,GasA,Ex
608,Y,0,1940,1254,0,3194,2,1,0,1,TA,10,Typ,2,Gd,SBrkr,GasA,TA
609,Y,1,1029,0,0,1029,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Gd
610,Y,1,1476,677,0,2153,2,1,0,1,Ex,8,Typ,2,Ex,SBrkr,GasA,Ex
611,Y,0,1032,0,0,1032,2,0,1,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
612,Y,1,1299,573,0,1872,2,1,0,1,Ex,7,Typ,1,TA,SBrkr,GasA,Ex
613,Y,0,1120,0,0,1120,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,Ex
614,Y,1,630,0,0,630,1,0,0,1,TA,3,Typ,0,No,SBrkr,GasA,Ex
615,Y,1,1054,0,0,1054,1,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
616,Y,1,807,702,0,1509,2,1,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
617,Y,0,832,0,0,832,1,0,0,1,Gd,4,Typ,0,No,SBrkr,GasA,Gd
618,Y,0,1828,0,0,1828,2,0,0,1,Gd,9,Typ,1,Gd,SBrkr,GasA,Ex
619,Y,1,1482,780,0,2262,2,1,0,1,Gd,10,Typ,2,Gd,SBrkr,GasA,Ex
620,N,1,864,0,0,864,1,0,0,1,TA,5,Typ,0,No,FuseF,GasA,TA
621,Y,0,1548,1066,0,2614,2,1,0,1,TA,9,Typ,1,TA,SBrkr,GasA,TA
622,Y,0,980,0,0,980,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
623,Y,0,756,756,0,1512,2,1,0,1,Gd,4,Typ,1,TA,SBrkr,GasA,Ex
624,Y,1,1012,778,0,1790,1,2,0,1,TA,8,Min2,1,TA,SBrkr,GasA,Gd
625,Y,0,1116,0,0,1116,1,1,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
626,Y,0,1422,0,0,1422,1,0,0,1,TA,6,Min1,1,TA,SBrkr,GasA,TA
627,Y,1,1520,0,0,1520,1,0,0,1,TA,7,Typ,2,Gd,SBrkr,GasA,Ex
628,Y,0,1040,1040,0,2080,1,2,1,1,Fa,9,Typ,2,TA,SBrkr,GasA,TA
629,Y,1,1350,0,0,1350,1,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
630,Y,0,1089,661,0,1750,1,0,0,1,Ex,8,Typ,0,No,FuseA,GasA,TA
631,Y,0,1554,0,0,1554,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
632,Y,0,1411,0,0,1411,2,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
633,Y,0,1056,0,0,1056,1,0,1,1,TA,6,Typ,0,No,SBrkr,GasA,TA
634,Y,2,1056,0,0,1056,0,0,0,2,TA,4,Typ,0,No,SBrkr,GasA,Gd
635,Y,0,1440,1440,515,3395,2,0,0,2,Fa,14,Typ,0,No,FuseA,GasA,Ex
636,N,0,800,0,0,800,1,0,0,1,Fa,4,Maj1,1,Po,FuseA,Grav,Fa
637,Y,0,811,576,0,1387,2,0,0,2,Gd,7,Typ,0,No,FuseA,GasA,TA
638,Y,0,796,0,0,796,1,0,0,1,TA,4,Typ,0,No,FuseA,GasA,Gd
639,Y,1,1567,0,0,1567,2,0,0,1,Ex,7,Typ,1,Gd,SBrkr,GasA,Ex
640,Y,0,1518,0,0,1518,1,1,0,1,Ex,6,Typ,1,Gd,SBrkr,GasA,Ex
641,Y,1,1057,872,0,1929,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
642,Y,1,2000,704,0,2704,2,1,0,1,Ex,9,Typ,3,TA,SBrkr,GasA,Gd
643,Y,0,780,840,0,1620,2,1,0,1,TA,7,Min1,0,No,SBrkr,GasA,Ex
644,Y,1,1766,0,0,1766,2,1,0,1,Ex,7,Typ,1,Gd,SBrkr,GasA,Ex
645,Y,1,981,0,0,981,1,1,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
646,Y,0,1048,0,0,1048,1,0,0,1,TA,7,Min1,0,No,SBrkr,GasA,Gd
647,Y,0,1094,0,0,1094,1,0,0,1,TA,5,Typ,2,Gd,SBrkr,GasA,Ex
648,Y,0,1051,788,0,1839,1,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,TA
649,Y,1,630,0,0,630,1,0,0,1,TA,3,Typ,0,No,SBrkr,GasA,Gd
650,Y,0,822,843,0,1665,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
651,Y,1,755,755,0,1510,1,0,0,1,TA,7,Typ,1,Gd,SBrkr,GasA,TA
652,Y,0,909,807,0,1716,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
653,Y,0,756,713,0,1469,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Ex
654,Y,1,2113,0,0,2113,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
655,Y,0,525,567,0,1092,1,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
656,Y,1,1053,0,0,1053,1,1,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Ex
657,Y,0,851,651,0,1502,1,1,0,1,TA,6,Typ,1,Gd,SBrkr,GasA,TA
658,Y,0,912,546,0,1458,1,0,1,1,TA,6,Typ,1,Gd,SBrkr,GasA,TA
659,Y,1,1486,0,0,1486,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Ex
660,Y,0,1142,793,0,1935,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,TA
661,Y,1,1686,762,0,2448,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
662,Y,1,1392,0,0,1392,1,0,0,1,TA,5,Maj2,2,TA,SBrkr,GasA,Gd
663,Y,1,1181,0,0,1181,2,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
664,Y,1,2097,0,0,2097,1,1,0,1,Ex,8,Typ,1,Ex,SBrkr,GasA,Ex
665,Y,0,1454,482,0,1936,2,1,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
666,Y,0,1465,915,0,2380,2,1,0,1,TA,7,Sev,1,Po,SBrkr,GasA,TA
667,Y,1,1679,0,0,1679,2,0,0,1,Gd,7,Typ,1,Fa,SBrkr,GasA,Ex
668,Y,1,1437,0,0,1437,1,1,0,1,TA,6,Min2,1,TA,SBrkr,GasA,Gd
669,Y,0,1180,0,0,1180,1,0,0,1,Fa,5,Typ,1,Gd,SBrkr,GasA,Ex
670,Y,1,738,738,0,1476,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
671,N,1,697,672,0,1369,2,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
672,Y,1,1208,0,0,1208,1,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
673,Y,1,1839,0,0,1839,2,0,0,1,Gd,7,Typ,2,TA,SBrkr,GasA,Ex
674,Y,1,1136,0,0,1136,1,0,0,1,TA,5,Typ,1,Gd,SBrkr,GasA,TA
675,Y,0,855,586,0,1441,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,TA
676,N,1,1095,679,0,1774,2,0,0,2,TA,8,Min2,0,No,SBrkr,GasW,Fa
677,Y,0,792,0,0,792,1,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Ex
678,Y,0,2046,0,0,2046,2,1,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
679,Y,1,988,0,0,988,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
680,Y,0,923,0,0,923,2,0,0,1,TA,5,Typ,1,TA,SBrkr,GasA,TA
681,Y,0,848,672,0,1520,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,Ex
682,Y,1,1291,0,0,1291,1,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
683,Y,1,1668,0,0,1668,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
684,Y,0,1195,644,0,1839,2,1,0,1,TA,7,Typ,0,No,SBrkr,GasA,Gd
685,Y,1,1190,900,0,2090,2,0,0,1,Gd,6,Min1,1,TA,SBrkr,GasA,Gd
686,Y,0,874,887,0,1761,3,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
687,Y,0,551,551,0,1102,2,1,0,1,Gd,4,Typ,0,No,SBrkr,GasA,Ex
688,Y,1,1419,0,0,1419,2,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
689,Y,0,1362,0,0,1362,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
690,Y,1,848,0,0,848,1,0,0,1,Gd,3,Typ,1,TA,SBrkr,GasA,Ex
691,Y,0,2444,1872,0,4316,3,1,1,1,Ex,10,Typ,2,Ex,SBrkr,GasA,Ex
692,Y,1,1238,1281,0,2519,2,1,0,1,Gd,9,Typ,2,Gd,SBrkr,GasA,Ex
693,Y,0,1073,0,0,1073,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
694,Y,0,1067,472,0,1539,1,1,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
695,Y,1,1137,0,0,1137,2,0,0,1,Gd,5,Typ,1,TA,SBrkr,GasA,Gd
696,Y,0,616,0,0,616,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Gd
697,Y,0,1148,0,0,1148,1,0,1,1,TA,6,Typ,0,No,FuseA,GasA,Fa
698,Y,1,894,0,0,894,1,0,0,1,TA,5,Typ,1,Gd,SBrkr,GasA,Ex
699,Y,0,1391,0,0,1391,2,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Ex
700,Y,1,1800,0,0,1800,2,0,0,1,Gd,7,Typ,1,Gd,SBrkr,GasA,Ex
701,Y,0,1164,0,0,1164,1,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
702,Y,0,1264,1312,0,2576,2,1,0,1,Ex,10,Typ,1,Gd,SBrkr,GasA,Ex
703,Y,0,1032,780,0,1812,2,0,0,2,Gd,8,Typ,1,Po,SBrkr,GasA,Gd
704,Y,1,1484,0,0,1484,2,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
705,N,0,372,720,0,1092,2,0,0,2,Fa,7,Mod,0,No,SBrkr,GasA,Fa
706,Y,1,1824,0,0,1824,2,0,0,1,Gd,5,Typ,2,TA,SBrkr,GasA,TA
707,Y,1,1324,0,0,1324,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
708,Y,0,728,728,0,1456,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
709,Y,0,904,0,0,904,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
710,Y,0,729,0,0,729,1,0,0,1,TA,5,Maj2,0,No,SBrkr,GasA,Gd
711,Y,0,859,319,0,1178,1,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Gd
712,Y,1,1228,0,0,1228,2,0,0,1,Gd,5,Typ,1,Gd,SBrkr,GasA,Gd
713,N,1,960,0,0,960,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasW,TA
714,Y,0,725,754,0,1479,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
715,Y,0,1350,0,0,1350,2,0,0,1,TA,7,Typ,1,TA,SBrkr,GasA,TA
716,Y,0,1576,978,0,2554,1,1,0,1,TA,8,Typ,0,No,SBrkr,GasA,Ex
717,Y,0,1178,0,0,1178,1,1,1,1,Gd,5,Typ,1,Fa,SBrkr,GasA,Gd
718,Y,1,1325,1093,0,2418,2,1,0,1,Gd,9,Typ,1,TA,SBrkr,GasA,Ex
719,Y,0,971,0,0,971,1,1,0,1,TA,5,Typ,1,Po,SBrkr,GasA,TA
720,Y,1,1742,0,0,1742,2,0,0,1,Gd,5,Typ,1,TA,SBrkr,GasA,TA
721,Y,1,848,0,0,848,1,0,0,1,Gd,3,Typ,0,No,SBrkr,GasA,Ex
722,Y,0,864,0,0,864,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
723,Y,0,997,473,0,1470,2,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Ex
724,Y,1,1698,0,0,1698,2,0,0,1,Ex,8,Typ,1,Gd,SBrkr,GasA,Ex
725,Y,0,864,0,0,864,1,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,TA
726,Y,1,1680,0,0,1680,2,0,0,1,Gd,5,Typ,1,Gd,SBrkr,GasA,Ex
727,Y,1,1232,0,0,1232,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
728,Y,1,1776,0,0,1776,2,0,0,2,TA,9,Typ,0,No,SBrkr,GasA,TA
729,Y,0,848,0,360,1208,1,0,0,1,TA,5,Typ,0,No,FuseA,GasA,TA
730,Y,1,1616,0,0,1616,2,0,0,1,Gd,5,Typ,1,TA,SBrkr,GasA,Ex
731,Y,1,1146,0,0,1146,2,0,0,1,Gd,6,Typ,1,Gd,SBrkr,GasA,Ex
732,Y,0,1153,878,0,2031,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
733,Y,1,1144,0,0,1144,1,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,Ex
734,Y,0,948,0,0,948,1,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,TA
735,N,0,880,888,0,1768,1,1,0,1,TA,6,Typ,2,TA,SBrkr,GasW,Fa
736,N,0,1040,0,0,1040,2,0,0,2,TA,6,Typ,0,No,FuseF,GasA,Gd
737,Y,0,901,900,0,1801,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
738,Y,3,1200,0,0,1200,3,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
739,Y,0,864,864,0,1728,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
740,Y,0,768,664,0,1432,2,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,Ex
741,Y,1,912,0,0,912,1,0,1,1,Gd,5,Typ,0,No,SBrkr,GasA,Gd
742,Y,0,1349,0,0,1349,2,0,0,1,TA,6,Typ,0,No,SBrkr,GasA,Ex
743,Y,0,1464,0,0,1464,2,0,1,1,TA,6,Min2,1,TA,SBrkr,GasA,Ex
744,Y,1,1337,0,0,1337,2,0,0,1,Gd,5,Typ,1,TA,SBrkr,GasA,Gd
745,Y,0,1175,1540,0,2715,3,1,1,1,Gd,11,Typ,2,TA,SBrkr,GasA,Ex
746,Y,0,980,1276,0,2256,2,1,0,1,Gd,8,Typ,1,TA,SBrkr,GasA,Ex
747,N,0,1320,1320,0,2640,1,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasW,TA
748,Y,1,1720,0,0,1720,2,0,0,1,Gd,7,Typ,1,TA,SBrkr,GasA,Ex
749,N,0,1088,441,0,1529,2,0,0,1,TA,9,Mod,0,No,FuseF,Wall,TA
750,Y,0,792,348,0,1140,1,0,0,1,TA,7,Min2,0,No,SBrkr,GasA,Gd
751,Y,0,660,660,0,1320,2,1,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
752,Y,1,1494,0,0,1494,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
753,Y,0,1038,1060,0,2098,2,1,0,1,Ex,8,Typ,1,Gd,SBrkr,GasA,Gd
754,Y,1,1026,0,0,1026,1,0,0,1,Gd,5,Typ,0,No,SBrkr,GasA,Gd
755,Y,0,742,729,0,1471,2,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,Gd
756,Y,0,866,902,0,1768,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
757,Y,0,672,714,0,1386,2,1,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
758,Y,0,757,744,0,1501,2,1,0,1,TA,6,Typ,0,No,SBrkr,GasA,Gd
759,Y,0,1328,1203,0,2531,2,1,0,1,Gd,9,Typ,1,TA,SBrkr,GasA,Ex
760,Y,0,864,0,0,864,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
761,Y,0,1301,0,0,1301,1,0,0,1,Fa,5,Min1,0,No,SBrkr,GasA,TA
762,Y,0,764,783,0,1547,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
763,Y,1,1268,1097,0,2365,2,1,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
764,Y,1,1494,0,0,1494,1,1,0,1,Ex,6,Typ,1,Gd,SBrkr,GasA,Ex
765,Y,0,1506,0,0,1506,2,0,0,1,Ex,6,Typ,1,Gd,SBrkr,GasA,Ex
766,Y,0,980,734,0,1714,2,1,0,1,TA,7,Typ,1,TA,SBrkr,GasA,TA
767,Y,1,983,767,0,1750,2,0,0,1,TA,7,Mod,0,No,SBrkr,GasA,Ex
768,Y,0,1836,0,0,1836,2,0,0,1,Gd,8,Typ,1,Gd,SBrkr,GasA,Ex
769,Y,1,1690,1589,0,3279,3,1,0,1,Ex,12,Mod,1,Gd,SBrkr,GasA,Ex
770,Y,1,858,0,0,858,1,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,TA
771,Y,0,1220,0,0,1220,1,0,0,1,TA,6,Typ,0,No,FuseF,GasA,TA
772,Y,1,1117,0,0,1117,1,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,TA
773,Y,0,912,0,0,912,1,0,0,1,TA,5,Typ,0,No,FuseA,GasA,Ex
774,Y,0,1973,0,0,1973,2,0,0,1,Gd,9,Typ,1,Gd,SBrkr,GasA,Gd
775,Y,1,1204,0,0,1204,2,0,0,1,TA,5,Typ,0,No,SBrkr,GasA,Ex
776,Y,0,1614,0,0,1614,2,0,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
777,Y,1,894,0,0,894,1,0,0,1,TA,5,Typ,1,Fa,SBrkr,GasA,TA
778,Y,0,2020,0,0,2020,2,0,0,2,TA,10,Typ,2,TA,SBrkr,GasA,TA
779,Y,1,1004,0,0,1004,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,TA
780,Y,0,1253,0,0,1253,2,0,0,1,TA,6,Typ,1,TA,SBrkr,GasA,Gd
781,Y,0,810,793,0,1603,2,1,0,1,Gd,7,Typ,0,No,SBrkr,GasA,Ex
782,Y,0,1430,0,0,1430,2,0,0,1,Gd,6,Typ,0,No,SBrkr,GasA,Ex
783,Y,1,1110,0,0,1110,1,0,0,1,Gd,4,Typ,1,TA,SBrkr,GasA,Ex
784,Y,0,742,742,0,1484,2,0,0,1,TA,9,Typ,1,Gd,SBrkr,GasA,Ex
785,Y,0,1342,0,0,1342,2,0,0,1,TA,7,Typ,1,Gd,SBrkr,GasA,TA
786,Y,1,966,686,0,1652,2,0,0,1,TA,7,Typ,0,No,SBrkr,GasA,TA
787,Y,1,956,1128,0,2084,2,1,0,1,Gd,8,Typ,0,No,SBrkr,GasA,Ex
788,Y,0,901,0,0,901,1,0,0,1,TA,4,Typ,0,No,SBrkr,GasA,Ex
