Property_Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF
974,Gd,TA,No,Unf,0,Unf,0,728,728
975,Gd,TA,No,GLQ,641,Unf,0,32,673
976,Gd,TA,No,Unf,0,Unf,0,440,440
977,Gd,TA,No,GLQ,1106,Unf,0,135,1241
978,TA,TA,No,LwQ,552,Unf,0,342,894
979,TA,TA,No,Rec,651,Unf,0,470,1121
980,TA,TA,Av,ALQ,867,Unf,0,77,944
981,Gd,TA,No,GLQ,854,Unf,0,371,1225
982,Gd,TA,Av,Unf,0,Unf,0,1266,1266
983,Gd,TA,Mn,Unf,0,Unf,0,1128,1128
984,No,No,No,No,0,No,0,0,0
985,TA,TA,No,ALQ,1040,Unf,0,124,1164
986,TA,Fa,No,Unf,0,Unf,0,485,485
987,Ex,TA,Av,GLQ,1646,Unf,0,284,1930
988,TA,TA,No,LwQ,156,Unf,0,692,848
989,Gd,Gd,No,Unf,0,Unf,0,770,770
990,Gd,TA,No,GLQ,1074,Unf,0,322,1396
991,TA,TA,No,BLQ,216,Unf,0,700,916
992,TA,TA,Gd,BLQ,536,Rec,117,169,822
993,Gd,TA,No,Unf,0,Unf,0,750,750
994,Ex,TA,Gd,GLQ,1172,Unf,0,528,1700
995,TA,TA,No,ALQ,384,Unf,0,363,747
996,TA,TA,No,Rec,915,Unf,0,135,1050
997,TA,TA,No,Unf,0,Unf,0,1442,1442
998,TA,Fa,No,Unf,0,Unf,0,1007,1007
999,Gd,TA,Av,GLQ,686,Unf,0,501,1187
1000,No,No,No,No,0,No,0,0,0
1001,Fa,TA,No,Unf,0,Unf,0,691,691
1002,Gd,TA,No,GLQ,24,Unf,0,1550,1574
1003,TA,TA,No,Unf,0,Unf,0,1680,1680
1004,Gd,TA,No,GLQ,16,Unf,0,1330,1346
1005,Gd,Gd,Av,GLQ,595,Unf,0,390,985
1006,Gd,TA,No,LwQ,1237,Unf,0,420,1657
1007,TA,TA,No,BLQ,273,LwQ,273,0,546
1008,Ex,TA,Mn,Unf,0,Unf,0,1710,1710
1009,TA,TA,No,Unf,0,Unf,0,1008,1008
1010,TA,TA,No,Unf,0,Unf,0,720,720
1011,No,No,No,No,0,No,0,0,0
1012,TA,Fa,No,Unf,0,Unf,0,602,602
1013,TA,TA,No,ALQ,247,Rec,465,310,1022
1014,TA,Fa,No,BLQ,336,Unf,0,746,1082
1015,Gd,TA,No,GLQ,643,Unf,0,167,810
1016,Gd,TA,Gd,GLQ,690,Unf,0,814,1504
1017,Gd,TA,Av,GLQ,1036,Unf,0,184,1220
1018,Gd,TA,No,Unf,0,Unf,0,384,384
1019,Gd,TA,Gd,GLQ,16,Unf,0,1346,1362
1020,Gd,TA,No,GLQ,1024,Unf,0,108,1132
1021,Gd,TA,Av,GLQ,684,Unf,0,515,1199
1022,TA,TA,No,LwQ,324,Unf,0,588,912
1023,Gd,Gd,No,GLQ,16,Unf,0,1330,1346
1024,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565
1025,TA,TA,No,LwQ,138,Rec,468,276,882
1026,TA,TA,No,Rec,697,Unf,0,571,1268
1027,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638
1028,TA,TA,No,Rec,368,BLQ,41,359,768
1029,TA,TA,No,BLQ,317,Unf,0,355,672
1030,TA,TA,Mn,Unf,0,Unf,0,686,686
1031,TA,TA,No,GLQ,523,Unf,0,301,824
1032,Gd,Gd,No,GLQ,1012,Unf,0,326,1338
1033,Gd,TA,No,GLQ,986,Unf,0,668,1654
1034,Fa,Fa,No,Unf,0,Unf,0,920,920
1035,No,No,No,No,0,No,0,0,0
1036,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620
1037,Gd,TA,No,Unf,0,Unf,0,1055,1055
1038,TA,TA,No,Unf,0,Unf,0,546,546
1039,Gd,TA,Av,GLQ,509,Unf,0,121,630
1040,TA,TA,No,Rec,168,BLQ,682,284,1134
1041,TA,TA,No,GLQ,400,Rec,64,336,800
1042,Gd,TA,Av,ALQ,900,Unf,0,406,1306
1043,Gd,TA,No,GLQ,1085,Unf,0,390,1475
1044,Gd,TA,No,ALQ,1104,Unf,0,1420,2524
1045,No,No,No,No,0,No,0,0,0
1046,Ex,TA,Av,GLQ,240,Unf,0,1752,1992
1047,Gd,TA,No,GLQ,686,Unf,0,304,990
1048,No,No,No,No,0,No,0,0,0
1049,No,No,No,No,0,No,0,0,0
1050,Gd,TA,Av,Unf,0,Unf,0,1302,1302
1051,Gd,TA,Av,Unf,0,Unf,0,1316,1316
1052,TA,TA,No,Rec,442,Unf,0,374,816
1053,TA,TA,Av,Rec,383,Unf,0,833,1216
1054,Gd,TA,Mn,GLQ,932,Unf,0,133,1065
1055,Gd,TA,No,ALQ,644,Unf,0,549,1193
1056,Gd,TA,Av,GLQ,659,Unf,0,705,1364
1057,Gd,TA,No,GLQ,595,Unf,0,378,973
1058,Ex,TA,Av,GLQ,936,Unf,0,168,1104
1059,TA,TA,Mn,Rec,297,LwQ,557,0,854
1060,Gd,TA,Mn,GLQ,616,Unf,0,722,1338
1061,TA,TA,No,Unf,0,Unf,0,894,894
1062,TA,TA,No,Unf,0,Unf,0,662,662
1063,TA,TA,No,BLQ,397,Unf,0,706,1103
1064,TA,TA,Mn,BLQ,740,Rec,230,184,1154
1065,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306
1066,Gd,TA,No,Unf,0,Unf,0,799,799
1067,TA,TA,Gd,GLQ,674,LwQ,106,0,780
1068,Gd,TA,No,ALQ,837,Unf,0,105,942
1069,TA,TA,No,ALQ,220,Unf,0,625,845
1070,TA,TA,No,BLQ,586,Unf,0,462,1048
1071,TA,TA,No,Rec,298,Unf,0,429,727
1072,Fa,Fa,Mn,Unf,0,Unf,0,810,810
1073,TA,TA,No,BLQ,535,Unf,0,155,690
1074,Gd,TA,Av,Unf,0,Unf,0,1240,1240
1075,TA,TA,No,BLQ,410,Unf,0,390,800
1076,Fa,TA,No,ALQ,626,Unf,0,170,796
1077,TA,TA,Mn,BLQ,75,Rec,791,230,1096
1078,Gd,TA,Mn,GLQ,662,Unf,0,186,848
1079,Gd,TA,No,GLQ,495,Unf,0,495,990
1080,TA,TA,No,ALQ,656,Unf,0,602,1258
1081,TA,TA,No,ALQ,824,Unf,0,216,1040
1082,Gd,TA,No,Unf,0,Unf,0,1459,1459
1083,TA,TA,No,BLQ,553,Unf,0,698,1251
1084,Gd,TA,No,ALQ,592,Unf,0,99,691
1085,Gd,TA,Av,GLQ,747,Unf,0,189,936
1086,TA,TA,No,BLQ,334,Unf,0,212,546
1087,Gd,TA,Mn,Unf,0,Unf,0,1082,1082
1088,Gd,TA,No,Unf,0,Unf,0,970,970
1089,Gd,TA,No,GLQ,1039,Unf,0,208,1247
1090,No,No,No,No,0,No,0,0,0
1091,Gd,TA,No,BLQ,510,Unf,0,90,600
1092,TA,TA,No,Rec,423,Unf,0,758,1181
1093,TA,TA,Mn,GLQ,661,Unf,0,203,864
1094,TA,TA,No,BLQ,248,Rec,240,448,936
1095,Gd,TA,No,GLQ,24,Unf,0,1290,1314
1096,TA,TA,No,Unf,0,Unf,0,684,684
1097,Gd,TA,No,Unf,0,Unf,0,1074,1074
1098,TA,TA,No,BLQ,672,Unf,0,0,672
1099,Gd,TA,No,ALQ,704,Unf,0,567,1271
1100,TA,Fa,No,Rec,290,Unf,0,0,290
1101,TA,TA,No,BLQ,412,LwQ,287,251,950
1102,TA,TA,No,Rec,588,Unf,0,422,1010
1103,TA,TA,Mn,ALQ,655,Unf,0,0,655
1104,TA,TA,No,Unf,0,Unf,0,630,630
1105,Ex,TA,Av,GLQ,1032,Unf,0,431,1463
1106,Gd,TA,Mn,GLQ,738,Unf,0,172,910
1107,Ex,Gd,No,Unf,0,Unf,0,868,868
1108,Gd,TA,No,Unf,0,Unf,0,924,924
1109,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836
1110,Gd,TA,No,GLQ,219,Unf,0,554,773
1111,TA,TA,No,ALQ,403,Unf,0,400,803
1112,TA,TA,No,GLQ,708,Unf,0,108,816
1113,TA,TA,No,BLQ,643,Unf,0,365,1008
1114,TA,TA,No,Rec,415,Unf,0,418,833
1115,Ex,TA,No,GLQ,1004,Unf,0,730,1734
1116,Gd,TA,No,GLQ,353,Unf,0,55,408
1117,TA,TA,No,BLQ,702,Unf,0,192,894
1118,TA,TA,No,Unf,0,Unf,0,533,533
1119,TA,TA,No,LwQ,369,Unf,0,671,1040
1120,TA,TA,No,Unf,0,Unf,0,1012,1012
1121,Gd,TA,Av,GLQ,24,Unf,0,1528,1552
1122,TA,TA,No,Unf,0,Unf,0,672,672
1123,TA,TA,No,Unf,0,Unf,0,698,698
1124,Gd,TA,No,Unf,0,Unf,0,384,384
1125,TA,TA,No,Unf,0,Unf,0,1005,1005
1126,Gd,TA,No,Unf,0,Unf,0,1373,1373
1127,Gd,TA,Av,GLQ,1300,Unf,0,230,1530
1128,Gd,TA,Av,Unf,0,Unf,0,847,847
1129,Gd,TA,Gd,GLQ,936,Unf,0,0,936
1130,TA,TA,No,BLQ,622,Unf,0,500,1122
1131,Gd,TA,Mn,BLQ,212,Unf,0,762,974
1132,TA,TA,Mn,Unf,0,Unf,0,1008,1008
1133,Gd,TA,No,GLQ,584,Unf,0,544,1128
1134,Gd,TA,Av,Unf,0,Unf,0,916,916
1135,TA,TA,No,Unf,0,Unf,0,960,960
1136,TA,TA,No,BLQ,280,Unf,0,752,1032
1137,TA,TA,No,Unf,0,Unf,0,780,780
1138,TA,TA,Gd,ALQ,1567,Unf,0,0,1567
1139,TA,TA,No,BLQ,645,Unf,0,270,915
1140,TA,TA,Mn,ALQ,852,Unf,0,100,952
1141,TA,TA,No,ALQ,381,Unf,0,399,780
1142,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466
1143,TA,TA,No,GLQ,288,Unf,0,718,1006
1144,Gd,TA,No,BLQ,348,Unf,0,324,672
1145,TA,TA,No,Unf,0,Unf,0,1042,1042
1146,Gd,TA,No,GLQ,1258,Unf,0,40,1298
1147,TA,TA,No,Rec,275,Unf,0,429,704
1148,TA,TA,No,Unf,0,Unf,0,572,572
1149,TA,TA,No,ALQ,624,Unf,0,26,650
1150,TA,TA,No,Unf,0,Unf,0,932,932
1151,TA,TA,No,BLQ,176,Unf,0,1290,1466
1152,TA,TA,No,ALQ,296,GLQ,547,230,1073
1153,TA,TA,Av,ALQ,538,Unf,0,278,816
1154,TA,TA,Gd,ALQ,454,Unf,0,410,864
1155,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437
1156,TA,TA,Gd,ALQ,633,Unf,0,586,1219
1157,Gd,TA,No,GLQ,904,Unf,0,410,1314
1158,Gd,TA,No,Unf,0,Unf,0,1580,1580
1159,TA,TA,No,ALQ,442,Unf,0,459,901
1160,Gd,TA,No,ALQ,311,Unf,0,544,855
1161,TA,TA,No,BLQ,728,Unf,0,568,1296
1162,Gd,TA,No,BLQ,492,Unf,0,402,894
1163,Gd,TA,Av,GLQ,1198,Unf,0,0,1198
1164,Gd,TA,Gd,ALQ,680,Rec,391,289,1360
1165,Gd,TA,No,Unf,0,Unf,0,1502,1502
1166,Gd,TA,Av,Unf,0,Unf,0,1694,1694
1167,Gd,TA,No,GLQ,786,Unf,0,173,959
1168,TA,TA,No,Rec,626,Unf,0,501,1127
1169,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930
1170,TA,TA,Av,ALQ,522,Unf,0,574,1096
1171,TA,TA,No,ALQ,662,Unf,0,599,1261
1172,Gd,TA,No,Unf,0,Unf,0,625,625
1173,TA,TA,No,Rec,152,BLQ,469,977,1598
1174,Gd,TA,No,Rec,503,Unf,0,449,952
1175,Gd,TA,No,GLQ,700,Unf,0,983,1683
1176,TA,TA,No,ALQ,658,Unf,0,218,876
1177,TA,TA,No,Rec,468,Unf,0,350,818
1178,TA,TA,No,Unf,0,Unf,0,731,731
1179,No,No,No,No,0,No,0,0,0
1180,Gd,TA,No,LwQ,1216,Unf,0,0,1216
1181,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600
1182,Ex,TA,Av,GLQ,2096,Unf,0,300,2396
1183,TA,TA,No,Rec,821,Unf,0,299,1120
1184,TA,TA,Gd,Rec,1159,Unf,0,413,1572
1185,TA,TA,No,BLQ,392,Unf,0,392,784
1186,Fa,TA,Mn,BLQ,440,Unf,0,538,978
1187,Gd,TA,No,GLQ,1456,Unf,0,168,1624
1188,Gd,TA,No,Unf,0,Unf,0,831,831
1189,TA,TA,No,Unf,0,Unf,0,994,994
1190,TA,TA,Av,BLQ,1159,Unf,0,90,1249
1191,Gd,TA,No,Unf,0,Unf,0,776,776
1192,TA,TA,Mn,Unf,0,Unf,0,702,702
1193,Ex,TA,No,GLQ,883,Unf,0,341,1224
1194,TA,TA,No,ALQ,371,Unf,0,292,663
1195,Gd,TA,No,Unf,0,Unf,0,728,728
1196,Gd,TA,Av,Unf,0,Unf,0,879,879
1197,TA,TA,No,Unf,0,Unf,0,815,815
1198,Gd,TA,No,Unf,0,Unf,0,1212,1212
1199,TA,TA,No,Rec,547,Unf,0,504,1051
1200,TA,TA,No,Unf,0,Unf,0,864,864
1201,Gd,TA,Av,Unf,0,Unf,0,866,866
1202,TA,TA,No,Unf,0,Unf,0,884,884
1203,Gd,TA,No,Unf,0,Unf,0,1630,1630
1204,Gd,TA,No,ALQ,788,Unf,0,268,1056
1205,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158
1206,TA,TA,No,Rec,1056,Unf,0,0,1056
1207,Gd,TA,Av,GLQ,340,Unf,0,1342,1682
1208,TA,TA,No,Rec,504,BLQ,108,319,931
1209,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660
1210,Gd,TA,No,Unf,0,Unf,0,1055,1055
1211,Gd,TA,Av,GLQ,427,Unf,0,132,559
1212,TA,TA,No,Rec,344,Unf,0,328,672
1213,TA,Gd,Av,GLQ,648,Unf,0,0,648
1214,TA,TA,Av,BLQ,784,Unf,0,141,925
1215,TA,TA,No,Rec,180,LwQ,374,340,894
1216,No,No,No,No,0,No,0,0,0
1217,Gd,TA,Mn,GLQ,936,Unf,0,364,1300
1218,No,No,No,No,0,No,0,0,0
1219,TA,TA,No,Unf,0,Unf,0,672,672
1220,TA,TA,No,Rec,312,LwQ,600,0,912
1221,TA,TA,No,BLQ,250,LwQ,492,210,952
1222,TA,TA,Mn,Rec,196,Unf,0,844,1040
1223,TA,Fa,No,LwQ,756,Unf,0,1380,2136
1224,Gd,TA,Av,GLQ,724,Unf,0,64,788
1225,TA,TA,Av,GLQ,507,Unf,0,81,588
1226,Gd,TA,Mn,Unf,0,Unf,0,894,894
1227,TA,TA,No,ALQ,595,Unf,0,317,912
1228,Ex,TA,No,GLQ,1540,Unf,0,162,1702
1229,TA,TA,No,ALQ,666,Unf,0,409,1075
1230,Gd,TA,No,GLQ,498,Rec,211,652,1361
1231,TA,TA,Av,ALQ,803,Unf,0,303,1106
1232,No,No,No,No,0,No,0,0,0
1233,TA,TA,No,Rec,1000,Unf,0,188,1188
1234,TA,TA,Av,Unf,0,Unf,0,940,940
1235,Gd,TA,Mn,Unf,0,Unf,0,747,747
1236,Gd,TA,No,Unf,0,Unf,0,764,764
1237,Gd,TA,No,Unf,0,Unf,0,847,847
1238,Gd,TA,No,Unf,0,Unf,0,1141,1141
1239,Gd,TA,Av,GLQ,428,Unf,0,1048,1476
1240,Gd,TA,No,GLQ,550,Unf,0,334,884
1241,Gd,TA,Av,Unf,0,Unf,0,1689,1689
1242,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053
1243,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076
1244,Gd,TA,No,Unf,0,Unf,0,792,792
1245,Gd,TA,No,Unf,0,Unf,0,585,585
1246,Gd,TA,No,Unf,0,Unf,0,756,756
1247,TA,TA,Av,GLQ,539,Unf,0,473,1012
1248,Gd,TA,No,Rec,319,Unf,0,416,735
1249,TA,TA,No,BLQ,534,Rec,96,246,876
1250,TA,TA,No,ALQ,1065,Unf,0,1045,2110
1251,Gd,TA,No,Unf,0,Unf,0,1405,1405
1252,TA,TA,No,BLQ,510,Unf,0,354,864
1253,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192
1254,Gd,TA,No,Unf,0,Unf,0,746,746
1255,TA,Fa,No,LwQ,425,Unf,0,459,884
1256,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986
1257,Fa,TA,No,Unf,0,Unf,0,864,864
1258,Gd,TA,Gd,GLQ,655,Unf,0,201,856
1259,Gd,TA,No,ALQ,602,LwQ,438,14,1054
1260,Gd,TA,No,Unf,0,Unf,0,841,841
1261,TA,TA,No,Rec,504,Unf,0,546,1050
1262,TA,TA,Av,Unf,0,Unf,0,1104,1104
1263,TA,TA,No,Unf,0,Unf,0,764,764
1264,Gd,TA,No,GLQ,266,Unf,0,1139,1405
1265,Gd,TA,No,GLQ,450,Unf,0,241,691
1266,TA,TA,No,Unf,0,Unf,0,925,925
1267,Ex,TA,Gd,Unf,0,Unf,0,2002,2002
1268,TA,TA,Mn,Rec,192,Unf,0,536,728
1269,TA,TA,No,BLQ,460,Unf,0,414,874
1270,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332
1271,TA,TA,No,Unf,0,Unf,0,1489,1489
1272,TA,TA,No,BLQ,560,LwQ,375,0,935
1273,TA,TA,Av,ALQ,719,Unf,0,300,1019
1274,TA,TA,No,Unf,0,Unf,0,661,661
1275,TA,TA,No,Rec,220,Unf,0,708,928
1276,TA,Gd,No,BLQ,593,Unf,0,130,723
1277,Gd,TA,Av,ALQ,528,Unf,0,1152,1680
1278,Gd,TA,No,GLQ,804,Unf,0,324,1128
1279,TA,TA,No,Unf,0,Unf,0,698,698
1280,Gd,TA,No,GLQ,788,Unf,0,785,1573
1281,Gd,TA,No,ALQ,1053,Unf,0,256,1309
1282,Gd,TA,Mn,LwQ,532,Rec,144,364,1040
1283,TA,TA,Av,Unf,0,Unf,0,912,912
1284,TA,TA,No,Unf,0,Unf,0,804,804
1285,TA,TA,No,Unf,0,Unf,0,780,780
1286,TA,TA,No,ALQ,569,Rec,81,678,1328
1287,TA,TA,Av,Rec,812,Unf,0,812,1624
1288,Gd,TA,No,GLQ,1158,Unf,0,343,1501
1289,Gd,TA,Mn,Unf,0,Unf,0,1085,1085
1290,TA,TA,Av,GLQ,1014,Unf,0,138,1152
1291,TA,TA,No,ALQ,231,Unf,0,399,630
1292,TA,TA,No,Unf,0,Unf,0,994,994
1293,Gd,TA,No,GLQ,194,Unf,0,638,832
1294,TA,TA,No,Rec,167,Unf,0,697,864
1295,TA,TA,Av,BLQ,1016,Unf,0,36,1052
1296,TA,TA,Mn,ALQ,776,Unf,0,344,1120
1297,Gd,TA,Gd,GLQ,547,Unf,0,0,547
1298,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110
1299,TA,TA,No,LwQ,340,Rec,906,0,1246
1300,Gd,TA,No,GLQ,694,Unf,0,284,978
1301,TA,TA,No,BLQ,547,Unf,0,224,771
1302,Gd,TA,No,GLQ,740,Unf,0,425,1165
1303,Gd,TA,Av,Unf,0,Unf,0,1616,1616
1304,Gd,TA,No,Unf,0,Unf,0,976,976
1305,Ex,TA,No,GLQ,1572,Unf,0,80,1652
1306,Gd,TA,No,Unf,0,Unf,0,1368,1368
1307,Gd,Gd,No,ALQ,746,Unf,0,244,990
1308,TA,TA,No,GLQ,144,ALQ,608,172,924
1309,Gd,TA,No,GLQ,1200,Unf,0,78,1278
1310,Gd,TA,Av,GLQ,1406,Unf,0,496,1902
1311,Gd,TA,No,GLQ,925,Unf,0,349,1274
1312,Ex,TA,No,GLQ,482,Unf,0,971,1453
1313,Gd,TA,No,Unf,0,Unf,0,1393,1393
1314,TA,TA,No,Rec,732,Unf,0,216,948
1315,Fa,TA,Mn,ALQ,500,LwQ,276,176,952
1316,Ex,TA,Gd,Unf,0,Unf,0,1622,1622
1317,Ex,Gd,No,Unf,0,Unf,0,1352,1352
1318,Gd,TA,Gd,Unf,0,Unf,0,1753,1753
1319,TA,TA,No,ALQ,492,Unf,0,372,864
1320,TA,TA,No,ALQ,189,Rec,661,628,1478
1321,No,No,No,No,0,No,0,0,0
1322,Gd,TA,No,GLQ,674,Unf,0,76,750
1323,TA,TA,No,LwQ,280,Unf,0,140,420
1324,Ex,TA,Av,Unf,0,Unf,0,1795,1795
1325,TA,Fa,No,Unf,0,Unf,0,796,796
1326,TA,TA,No,Rec,544,Unf,0,0,544
1327,TA,TA,No,ALQ,641,Unf,0,175,816
1328,Gd,TA,No,LwQ,493,Unf,0,1017,1510
1329,Gd,TA,No,Unf,0,Unf,0,935,935
1330,Gd,Gd,Av,Unf,0,Unf,0,1588,1588
1331,TA,TA,Av,ALQ,483,Unf,0,428,911
1332,TA,TA,Mn,ALQ,690,Unf,0,126,816
1333,TA,TA,No,Unf,0,Unf,0,803,803
1334,TA,TA,No,LwQ,765,Unf,0,0,765
1335,Gd,TA,No,ALQ,686,Unf,0,664,1350
1336,TA,TA,No,Unf,0,Unf,0,1656,1656
1337,TA,TA,No,Unf,0,Unf,0,693,693
1338,Gd,TA,No,GLQ,700,Unf,0,216,916
1339,TA,TA,Mn,Rec,360,Unf,0,504,864
1340,TA,TA,No,Unf,0,Unf,0,858,858
1341,Gd,TA,No,GLQ,814,Unf,0,300,1114
1342,Gd,TA,No,Unf,0,Unf,0,1284,1284
1343,TA,TA,No,Unf,0,Unf,0,896,896
1344,Gd,TA,No,Unf,0,Unf,0,728,728
1345,TA,TA,No,ALQ,250,Unf,0,710,960
1346,TA,TA,No,BLQ,297,Rec,68,1203,1568
1347,Ex,TA,Gd,GLQ,80,Unf,0,1652,1732
1348,Gd,TA,Gd,GLQ,1443,Unf,0,39,1482
1349,TA,Fa,No,LwQ,259,Unf,0,425,684
1350,TA,TA,No,LwQ,500,Unf,0,748,1248
1351,TA,TA,No,Rec,319,Unf,0,539,858
1352,TA,TA,No,Unf,0,Unf,0,698,698
1353,Gd,TA,Av,GLQ,816,Unf,0,1217,2033
1354,Gd,TA,No,GLQ,735,Unf,0,257,992
1355,TA,TA,No,Unf,0,Unf,0,570,570
1356,TA,TA,No,Rec,340,Unf,0,524,864
1357,TA,TA,No,GLQ,734,Unf,0,344,1078
1358,Gd,TA,No,GLQ,378,Unf,0,378,756
1359,Ex,TA,Av,GLQ,1447,Unf,0,533,1980
1360,TA,Fa,No,Unf,0,Unf,0,612,612
1361,Ex,TA,Av,ALQ,1274,Unf,0,256,1530
1362,TA,Fa,No,Unf,0,Unf,0,715,715
1363,Gd,TA,No,Unf,0,Unf,0,616,616
1364,Gd,TA,No,Unf,0,Unf,0,600,600
1365,Gd,TA,No,GLQ,533,Unf,0,281,814
1366,Gd,TA,No,GLQ,633,Unf,0,240,873
1367,TA,TA,No,ALQ,548,Rec,173,36,757
1368,Gd,TA,Av,GLQ,685,Unf,0,163,848
1369,Gd,TA,Av,BLQ,370,GLQ,972,315,1657
1370,TA,TA,No,ALQ,315,Rec,105,420,840
1371,TA,TA,Av,BLQ,831,Unf,0,161,992
1372,Gd,TA,Av,GLQ,975,Unf,0,133,1108
1373,Ex,TA,Gd,GLQ,1282,Unf,0,1351,2633
1374,Gd,TA,No,Unf,0,Unf,0,1026,1026
1375,Gd,TA,Gd,Unf,0,Unf,0,1571,1571
1376,Gd,TA,Mn,Rec,384,Unf,0,384,768
1377,TA,TA,No,LwQ,408,BLQ,420,156,984
1378,TA,Fa,No,BLQ,309,Unf,0,174,483
1379,Gd,TA,No,Unf,0,Unf,0,384,384
1380,TA,Fa,No,Rec,203,Unf,0,661,864
1381,TA,TA,Mn,BLQ,865,Unf,0,340,1205
1382,Fa,TA,No,Unf,0,Unf,0,596,596
1383,TA,TA,No,Unf,0,Unf,0,816,816
1384,TA,TA,Mn,Rec,204,Unf,0,356,560
1385,TA,TA,No,BLQ,735,Unf,0,61,796
1386,Gd,TA,No,BLQ,790,LwQ,469,133,1392
1387,TA,TA,No,Rec,168,LwQ,546,0,714
1388,Ex,TA,Gd,GLQ,1320,Unf,0,426,1746
1389,TA,Gd,No,ALQ,375,Unf,0,360,735
1390,Gd,TA,Av,GLQ,1400,Unf,0,125,1525
1391,TA,TA,No,Unf,0,Unf,0,1584,1584
1392,TA,TA,Av,ALQ,769,Unf,0,95,864
1393,Fa,TA,No,Unf,0,Unf,0,482,482
1394,Gd,TA,Av,GLQ,1070,Unf,0,286,1356
1395,Gd,Gd,Gd,Unf,0,Unf,0,1094,1094
1396,TA,TA,Av,BLQ,353,Rec,334,60,747
1397,TA,TA,Mn,Unf,0,Unf,0,939,939
1398,TA,TA,No,Rec,180,BLQ,352,676,1208
1399,TA,TA,No,BLQ,264,Unf,0,712,976
1400,TA,TA,No,Unf,0,Unf,0,862,862
1401,TA,TA,No,GLQ,759,Unf,0,80,839
1402,Gd,Gd,Av,Unf,0,Unf,0,1286,1286
1403,Gd,TA,Gd,GLQ,929,Unf,0,556,1485
1404,TA,TA,No,Unf,0,Unf,0,672,672
1405,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594
1406,Gd,TA,Av,GLQ,656,Unf,0,112,768
1407,TA,TA,No,ALQ,625,Unf,0,208,833
1408,Fa,TA,No,Unf,0,Unf,0,622,622
1409,Gd,TA,No,Unf,0,Unf,0,791,791
1410,Gd,TA,No,GLQ,666,Unf,0,278,944
1411,TA,TA,No,BLQ,120,Unf,0,736,856
1412,No,No,No,No,0,No,0,0,0
1413,Gd,Gd,No,GLQ,976,Unf,0,868,1844
1414,TA,TA,No,Unf,0,Unf,0,833,833
1415,Gd,TA,No,ALQ,988,Unf,0,398,1386
1416,TA,TA,No,Unf,0,Unf,0,777,777
1417,Gd,TA,Mn,GLQ,781,Unf,0,503,1284
1418,TA,TA,No,BLQ,25,Rec,872,247,1144
1419,TA,TA,Av,Rec,1110,Unf,0,734,1844
1420,TA,TA,No,ALQ,404,Unf,0,304,708
1421,Gd,TA,No,ALQ,360,Unf,0,709,1069
1422,Gd,TA,Av,GLQ,686,Unf,0,162,848
1423,Gd,TA,Av,Unf,0,Unf,0,697,697
1424,TA,TA,No,ALQ,457,Rec,374,193,1024
1425,TA,TA,No,Unf,0,Unf,0,1252,1252
1426,Gd,TA,No,GLQ,1000,Unf,0,223,1223
1427,TA,TA,No,BLQ,580,Unf,0,333,913
1428,TA,TA,No,BLQ,510,Unf,0,278,788
1429,Gd,TA,No,BLQ,678,Unf,0,762,1440
1430,Gd,Gd,Av,Unf,0,Unf,0,732,732
1431,Gd,TA,No,LwQ,958,Unf,0,0,958
1432,TA,TA,No,Unf,0,Unf,0,656,656
1433,Gd,TA,No,Unf,0,Unf,0,936,936
1434,TA,TA,No,ALQ,936,Unf,0,190,1126
1435,TA,TA,No,Unf,0,Unf,0,1319,1319
1436,TA,TA,No,ALQ,616,Unf,0,248,864
1437,Ex,TA,Av,GLQ,1336,Unf,0,596,1932
1438,TA,TA,No,GLQ,600,Unf,0,312,912
1439,TA,TA,No,GLQ,315,Rec,110,114,539
1440,Ex,TA,No,Unf,0,Unf,0,588,588
1441,Gd,TA,Av,GLQ,697,Unf,0,151,848
1442,Ex,TA,Av,GLQ,765,Unf,0,252,1017
1443,TA,TA,No,Unf,0,Unf,0,952,952
1444,Gd,TA,Av,Unf,0,Unf,0,1422,1422
1445,TA,TA,Gd,LwQ,187,Rec,627,0,814
1446,TA,TA,No,Rec,593,Unf,0,595,1188
1447,Gd,TA,No,GLQ,1079,Unf,0,141,1220
1448,Fa,TA,No,Unf,0,Unf,0,560,560
1449,Gd,TA,Av,GLQ,553,Unf,0,77,630
1450,Gd,TA,No,Unf,0,Unf,0,896,896
