Property_Id,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond
1167,Attchd,2000,Fin,2,472,TA,TA
1168,Basment,1935,Unf,2,540,TA,TA
1169,Attchd,1995,Fin,3,807,TA,TA
1170,Attchd,1977,Fin,1,358,TA,TA
1171,Attchd,1958,RFn,2,433,TA,TA
1172,Detchd,2006,Fin,2,625,TA,TA
1173,No,,No,0,0,No,No
1174,Detchd,1932,Unf,2,360,TA,TA
1175,Attchd,1992,Fin,2,541,TA,TA
1176,Attchd,1984,Unf,1,264,TA,TA
1177,Detchd,1926,Unf,1,210,TA,TA
1178,Detchd,1921,Unf,1,186,Fa,TA
1179,No,,No,0,0,No,No
1180,Attchd,1990,Fin,2,693,TA,TA
1181,Attchd,2008,Fin,2,482,TA,TA
1182,Attchd,1996,Fin,3,813,TA,TA
1183,Detchd,1970,Unf,2,720,TA,TA
1184,2Types,1963,RFn,3,995,TA,TA
1185,Attchd,1965,Unf,1,392,TA,TA
1186,CarPort,1920,Unf,2,420,Fa,Fa
1187,Attchd,1994,RFn,3,757,TA,TA
1188,Attchd,2002,RFn,2,493,TA,TA
1189,Attchd,1999,Fin,2,442,TA,TA
1190,2Types,1975,Fin,4,1356,TA,TA
1191,Detchd,1999,Unf,2,492,TA,TA
1192,Detchd,1925,Unf,1,250,TA,Fa
1193,Attchd,1999,Fin,2,402,TA,TA
1194,Attchd,1969,Fin,1,299,TA,TA
1195,Attchd,2005,Fin,2,400,TA,TA
1196,BuiltIn,2006,Fin,3,660,TA,TA
1197,Detchd,1916,Unf,1,225,TA,TA
1198,Attchd,2001,RFn,2,573,TA,TA
1199,Attchd,1974,Unf,2,459,TA,TA
1200,Attchd,1972,Unf,1,280,TA,TA
1201,Attchd,1998,RFn,2,546,TA,TA
1202,Detchd,1960,Unf,1,216,TA,TA
1203,Attchd,2000,Unf,2,451,TA,TA
1204,Attchd,1975,RFn,2,495,TA,TA
1205,Attchd,1990,RFn,3,701,TA,TA
1206,Detchd,1966,Unf,1,384,TA,TA
1207,Attchd,2003,RFn,2,544,TA,TA
1208,Detchd,1980,Unf,2,506,TA,TA
1209,Attchd,2006,RFn,2,500,TA,TA
1210,Attchd,1992,RFn,2,462,TA,TA
1211,Basment,1988,RFn,2,492,TA,TA
1212,Attchd,1941,Unf,1,234,TA,TA
1213,Attchd,1965,Unf,1,364,TA,TA
1214,Attchd,1962,Unf,1,300,TA,TA
1215,Detchd,1966,RFn,1,384,TA,TA
1216,Attchd,1978,Unf,2,539,TA,TA
1217,Attchd,2009,RFn,2,552,TA,TA
1218,No,,No,0,0,No,No
1219,No,,No,0,0,No,No
1220,Attchd,1964,Unf,1,288,TA,TA
1221,Attchd,1968,Unf,1,322,TA,TA
1222,Attchd,1949,Unf,1,315,TA,TA
1223,Detchd,1951,Unf,2,528,TA,TA
1224,Attchd,2004,Fin,2,388,TA,TA
1225,Attchd,1958,RFn,1,264,TA,TA
1226,BuiltIn,2007,Fin,3,668,TA,TA
1227,Detchd,1992,Unf,2,576,TA,TA
1228,Attchd,2008,Fin,3,1052,TA,TA
1229,Basment,1960,Unf,1,404,TA,TA
1230,BuiltIn,1977,RFn,2,600,TA,TA
1231,Attchd,1962,Unf,2,540,TA,TA
1232,CarPort,1962,Unf,2,462,TA,TA
1233,Attchd,1959,RFn,2,531,TA,TA
1234,No,,No,0,0,No,No
1235,Detchd,1914,Unf,1,180,Fa,Fa
1236,BuiltIn,2003,RFn,2,474,TA,TA
1237,BuiltIn,2004,Fin,2,434,TA,TA
1238,Detchd,2005,Unf,2,484,TA,TA
1239,Attchd,2006,RFn,2,472,TA,TA
1240,Attchd,2003,RFn,2,543,TA,TA
1241,Attchd,2007,RFn,3,954,TA,TA
1242,Attchd,1974,RFn,2,528,TA,TA
1243,Attchd,2006,Fin,3,850,TA,TA
1244,Detchd,1931,Unf,2,400,TA,TA
1245,BuiltIn,1984,Fin,2,477,TA,TA
1246,Attchd,2005,RFn,2,615,TA,TA
1247,Attchd,1976,Unf,3,888,TA,TA
1248,Detchd,1950,Unf,2,396,Fa,Fa
1249,Attchd,1950,Unf,1,276,TA,TA
1250,Attchd,1968,Fin,2,522,TA,TA
1251,Attchd,2003,RFn,2,478,TA,TA
1252,Attchd,1968,RFn,1,288,TA,TA
1253,Attchd,1974,RFn,2,518,TA,TA
1254,BuiltIn,2003,Fin,2,397,TA,TA
1255,Detchd,1978,Unf,1,560,TA,TA
1256,Attchd,1994,Fin,2,691,TA,TA
