Property_Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2
487,SC20,RL,70,12243,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
488,SC190,RL,60,10800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm
489,SC180,RM,21,1526,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
490,SC160,RM,0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
491,SC50,RL,79,9490,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
492,SC60,RL,105,15578,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
493,SC20,RL,70,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
494,SC30,RM,50,5784,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
495,SC30,C (all),60,7879,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
496,SC20,RL,0,12692,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
497,SC50,RL,60,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
498,SC20,RL,65,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
499,SC20,RL,70,7535,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
500,SC160,RM,21,1890,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
501,SC60,FV,75,9803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
502,SC20,RL,70,9170,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm
503,SC20,RL,100,15602,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
504,SC160,RL,24,2308,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
505,SC90,RM,60,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm
506,SC60,RL,80,9554,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
507,SC20,FV,75,7862,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
508,SC70,RM,60,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
509,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
510,SC20,RL,75,14559,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
511,SC120,RL,40,6792,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
512,SC20,RL,70,9100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
513,SC20,RL,71,9187,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm
514,SC45,RL,55,10594,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
515,SC20,RL,94,12220,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
516,SC80,RL,0,10448,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
517,SC60,RL,79,10208,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
518,SC60,RL,0,9531,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
519,SC70,RL,53,10918,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
520,SC190,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
521,SC20,RL,90,11988,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
522,SC50,RM,50,5000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm
523,SC60,RL,130,40094,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN
524,SC60,RL,95,11787,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
525,SC20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
526,SC20,RL,70,13300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
527,SC60,RL,67,14948,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
528,SC30,RL,58,9098,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
529,SC20,RL,0,32668,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm
530,SC80,RL,85,10200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
531,SC70,RM,60,6155,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr
532,SC20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
533,SC20,RL,50,5000,Pave,None,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm
534,SC60,RL,74,9056,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
535,SC190,RL,70,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
536,SC60,RL,57,8924,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm
537,SC20,RL,0,12735,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm
538,SC20,RL,0,11553,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
539,SC20,RL,0,11423,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
540,SC20,RL,85,14601,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
541,SC60,RL,0,11000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm
542,SC20,RL,78,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
543,SC120,RH,34,4058,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
544,SC60,RL,58,17104,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
545,SC50,RL,0,13837,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm
546,SC50,RL,70,8737,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm
547,SC85,RL,54,7244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
548,SC20,RM,49,8235,Pave,None,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn
549,SC60,FV,75,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
550,SC120,RL,53,4043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
551,SC20,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
552,SC20,RL,87,11146,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
553,SC20,RL,67,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm
554,SC60,RL,85,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
555,SC45,RM,58,6380,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
556,SC20,RL,69,14850,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
557,SC50,C (all),60,11040,Pave,None,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm
558,SC60,RL,57,21872,Pave,None,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm
559,SC120,RL,0,3196,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
560,SC20,RL,0,11341,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
561,SC20,RL,77,10010,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm
562,SC30,RL,63,13907,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
563,SC50,RL,66,21780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
564,SC60,RL,0,13346,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
565,SC70,RL,66,6858,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm
566,SC60,RL,77,11198,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
567,SC20,RL,70,10171,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
568,SC50,RL,79,12327,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm
569,SC90,RL,0,7032,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
570,SC90,RL,74,13101,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
571,SC20,RL,60,7332,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
572,SC60,RL,83,13159,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm
573,SC80,RL,76,9967,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
574,SC80,RL,70,10500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm
575,SC50,RL,80,8480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
576,SC50,RL,52,6292,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm
577,SC80,RL,96,11777,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
578,SC160,FV,34,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm
579,SC50,RM,81,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
580,SC20,RL,0,14585,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm
581,SC20,RL,98,12704,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
582,SC90,RL,81,11841,Grvl,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
583,SC75,RM,75,13500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA
584,SC50,RM,51,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
585,SC20,RL,88,11443,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
586,SC30,RL,55,10267,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
587,SC85,RL,74,8740,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
588,SC20,RL,65,25095,Pave,None,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm
589,SC40,RM,50,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr
590,SC60,RL,64,8320,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
591,SC60,RL,97,13478,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
592,SC20,RL,60,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm
593,SC120,RM,0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
594,SC20,RL,88,7990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
595,SC20,RL,69,11302,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
596,SC70,RM,60,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
597,SC120,RL,53,3922,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
598,SC20,RL,80,12984,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm
599,SC160,RM,24,1950,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm
600,SC60,RL,74,10927,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
601,SC50,RM,50,9000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
602,SC60,RL,80,10041,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
603,SC160,FV,30,3182,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
604,SC20,RL,88,12803,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
605,SC60,RL,85,13600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
606,SC20,RL,82,12464,Pave,None,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm
607,SC20,RL,78,7800,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm
608,SC70,RL,78,12168,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
609,SC20,RL,61,7943,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm
610,SC60,RL,0,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm
611,SC80,RL,0,10395,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm
612,SC60,RL,0,11885,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
613,SC20,RL,70,8402,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm
614,SC180,RM,21,1491,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
615,SC85,RL,80,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm
616,SC60,RL,0,7861,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
617,SC45,RL,59,7227,Pave,None,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm
618,SC20,RL,90,11694,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
619,SC60,RL,85,12244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
620,SC30,RL,45,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
621,SC60,RL,90,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
622,SC20,RL,71,7064,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
623,SC160,FV,0,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
624,SC60,RL,80,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
625,SC20,RL,87,10000,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
626,SC20,RL,0,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
627,SC80,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
628,SC60,RL,70,11606,Pave,None,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm
629,SC80,RL,82,9020,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm
630,SC70,RM,50,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm
631,SC120,RL,34,4590,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
632,SC20,RL,85,11900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
633,SC20,RL,80,9250,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
634,SC90,RL,64,6979,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
635,SC190,RH,60,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm
636,SC30,RM,51,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
637,SC190,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
638,SC30,RL,67,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm
639,SC120,RL,53,3982,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm
640,SC120,RL,62,12677,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
641,SC60,FV,0,7050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
642,SC80,RL,75,13860,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
643,SC60,RL,80,10793,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm
644,SC20,FV,85,9187,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
645,SC20,RL,0,10530,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
646,SC20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
647,SC20,RL,85,10452,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
648,SC60,RL,70,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm
649,SC180,RM,21,1936,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm
650,SC60,FV,65,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
651,SC70,RL,60,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
652,SC60,RL,70,8750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
653,SC50,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
654,SC20,RL,91,10437,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
655,SC160,RM,21,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm
656,SC20,RL,72,10007,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
657,SC70,RL,60,7200,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm
658,SC50,RL,78,17503,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm
659,SC20,RL,75,9937,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm
660,SC60,RL,0,12384,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm
661,SC60,RL,52,46589,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
662,SC20,RL,120,13560,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
663,SC85,RL,90,10012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
664,SC20,RL,49,20896,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm
665,SC60,RL,106,11194,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm
666,SC60,RL,0,18450,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
667,SC20,RL,65,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
668,SC20,RL,0,14175,Pave,None,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm
669,SC30,RL,80,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
670,SC60,RL,64,8633,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm
671,SC70,RH,54,6629,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm
672,SC20,RL,0,11250,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm
673,SC20,RL,110,14442,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm
674,SC20,RL,80,9200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
675,SC160,RL,24,2289,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm
676,SC70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
677,SC30,RL,52,9022,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm
678,SC20,RL,80,11844,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
679,SC20,RL,0,9945,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
680,SC120,RL,50,8012,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm
681,SC50,RH,55,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm
682,SC120,RL,0,2887,Pave,None,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm
683,SC20,RL,90,11248,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm
684,SC60,RL,58,16770,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm
685,SC160,RL,0,5062,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm
686,SC60,FV,84,10207,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
687,SC160,FV,0,5105,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm
688,SC20,RL,60,8089,Pave,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm
689,SC120,RL,61,7577,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm
690,SC120,RM,0,4426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
691,SC60,RL,104,21535,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm
692,SC60,RL,42,26178,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm
693,SC30,RL,60,5400,Pave,None,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm
694,SC50,RM,51,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm
695,SC20,RL,54,13811,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
696,SC30,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
697,SC20,RL,57,6420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
698,SC20,RL,65,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm
699,SC120,FV,59,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm
700,SC20,RL,85,14331,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm
701,SC20,RL,80,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
702,SC60,RL,82,12438,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
703,SC190,RM,76,7630,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm
704,SC20,RL,70,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
705,SC190,RM,70,5600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
706,SC20,RL,0,115149,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm
707,SC120,RL,48,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm
708,SC60,RL,65,9018,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm
709,SC20,RL,0,7162,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm
710,SC30,RL,56,4130,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm
711,SC50,C (all),66,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm
712,SC120,RL,40,4671,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm
713,SC190,RL,60,9873,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm
714,SC60,RL,0,13517,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm
715,SC20,RL,78,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
716,SC70,RM,60,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm
717,SC20,RL,80,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm
718,SC60,RL,96,10542,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm
719,SC20,RL,69,9920,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
720,SC120,RL,0,6563,Pave,None,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm
721,SC120,RM,0,4426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
722,SC20,RL,70,8120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
723,SC50,RL,60,8172,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
724,SC20,RL,86,13286,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm
725,SC20,RL,60,6960,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm
726,SC20,RL,0,21695,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm
727,SC20,RL,64,7314,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm
728,SC90,RL,85,11475,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm
729,SC30,RM,52,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm
730,SC120,RL,39,5389,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm
731,SC80,RL,73,9590,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm
